164af52acded39a3,2018-07-18,443,146
164af3e3b10d857c,2018-07-18,444,144
164af29e6a800e0b,2018-07-18,453,149
164af134739d5b14,2018-07-18,452,150
164aefbfbe756f8a,2018-07-18,447,146
164aee4b992d3631,2018-07-18,447,144
164aecaaf223c086,2018-07-18,462,150
164aeafc980f59f1,2018-07-18,443,149
164ae9b9c80bac46,2018-07-18,444,145
164ae8756a7f3a0c,2018-07-18,443,144
164ae73080265212,2018-07-18,426,148
164ae636a0939a96,2018-07-18,427,147
164ae53c95ed0115,2018-07-18,422,147
164ae3a93f382765,2018-07-18,439,142
164ae24e03139a9c,2018-07-18,443,144
164ae0fbc04eaf51,2018-07-18,442,145
164adfa9c0ea861e,2018-07-18,444,147
164ade68bd3373ee,2018-07-18,452,145
164adca99aa69b0f,2018-07-18,452,145
164adb55e311ce9c,2018-07-18,453,144
164ad95c4ff45897,2018-07-18,439,146
164ad87397a55e1c,2018-07-18,438,417
164ad7ed8347f760,2018-07-18,427,143
164ad6d40cc4ec74,2018-07-18,442,145
164ad597a711c75d,2018-07-18,429,137
164ad4514acb2702,2018-07-18,439,143
164ad319d3f18071,2018-07-18,438,396
164ad292c5ac4ea8,2018-07-18,447,148
164aa76f75ade2b7,2018-07-17,463,146
164aa5bc78aad22d,2018-07-17,462,145
164aa3f72bce70b6,2018-07-17,436,144
164aa2aca9eb0d50,2018-07-17,432,145
164aa122db4b9694,2018-07-17,449,147
164a9f867d938297,2018-07-17,450,146
164a9decf693d9aa,2018-07-17,427,149
164a9ceab81ba6d0,2018-07-17,428,148
164a9bf1d8b54a92,2018-07-17,454,149
164a9a68edde87fe,2018-07-17,450,149
164a98cf04985b62,2018-07-17,436,143
164a9726059ab619,2018-07-17,438,141
164a95a96059533b,2018-07-17,443,145
164a9464098021d5,2018-07-17,441,142
164a91ecdf6672ad,2018-07-17,439,143
164a908cb93dd06e,2018-07-17,437,140
164a8f205d3b2638,2018-07-17,433,142
164a8dfa9adc7a6c,2018-07-17,437,141
164a8cb04d952109,2018-07-17,430,142
164a8ba194b9bf66,2018-07-17,431,140
164a8a942fb9ef99,2018-07-17,451,143
164a891ec239d124,2018-07-17,443,141
164a87ddac82acea,2018-07-17,441,142
164a867a4a79e544,2018-07-17,424,145
164a8563d209d4ba,2018-07-17,427,147
164a84580a132d5a,2018-07-17,438,138
164a82e8ee5ca66c,2018-07-17,438,143
164a53fae4df867a,2018-07-16,448,145
164a529ae67de4c2,2018-07-16,448,143
164a51449e4dbf5c,2018-07-16,462,144
164a4f9eb0a42449,2018-07-16,462,145
164a4dee954920cd,2018-07-16,424,144
164a4cc7990ac232,2018-07-16,453,146
164a4b68af9f10a9,2018-07-16,453,145
164a49f7a3458f7d,2018-07-16,442,143
164a48a5127038aa,2018-07-16,438,141
164a47212faeb324,2018-07-16,437,143
164a459f79b9a91d,2018-07-16,439,143
164a442d3b94abe1,2018-07-16,441,145
164a429cdb7e81ea,2018-07-16,443,138
164a41b9e51ca9c0,2018-07-16,441,142
164a3f5a80638ab2,2018-07-16,425,146
164a3e6a80f4d833,2018-07-16,448,145
164a3d1281676bc8,2018-07-16,452,147
164a3bcc7e47d434,2018-07-16,451,145
164a3a6b245c12c6,2018-07-16,434,143
164a3940a3706ca5,2018-07-16,434,142
164a381b9161f762,2018-07-16,422,147
164a36f829a23fb4,2018-07-16,442,141
164a35b38ddc606a,2018-07-16,433,141
164a349339afcad3,2018-07-16,426,142
164a339c3968434c,2018-07-16,430,140
164a329bac5b718b,2018-07-16,429,139
164a3187fa32f2d0,2018-07-16,438,140
16494a2c50d9edb0,2018-07-13,461,152
1649489a0c7752c2,2018-07-13,442,149
1649475f7e936e43,2018-07-13,443,150
164946309256f55a,2018-07-13,451,151
164944e671665c2e,2018-07-13,438,142
164943a9a40b7dad,2018-07-13,442,146
164942792597fcfd,2018-07-13,442,147
16494149f2d1ae4c,2018-07-13,446,147
16493ffcf7fe8e4b,2018-07-13,425,156
16493f11040cf1a5,2018-07-13,424,152
16493e0b52728088,2018-07-13,426,150
16493d141cae765e,2018-07-13,429,146
16493bfe8339f272,2018-07-13,439,144
16490778aad0f2e4,2018-07-12,460,153
164905d1f5bb9e18,2018-07-12,436,148
16490466f6cbacce,2018-07-12,439,150
1649030cb7e9a555,2018-07-12,444,148
164901e64a594a24,2018-07-12,438,145
164900a49c5a14b6,2018-07-12,442,151
1648ff5de2bb1411,2018-07-12,443,153
1648fe1fe27a8d0a,2018-07-12,439,147
1648fd0799722bbc,2018-07-12,451,150
1648fba47c391be5,2018-07-12,452,148
1648fa4710312faf,2018-07-12,451,154
1648f8ed97d7232a,2018-07-12,447,146
1648f78db8997b10,2018-07-12,425,155
1648f68fb8d3469c,2018-07-12,426,155
1648f4e125c62afb,2018-07-12,437,146
1648f365127f8561,2018-07-12,445,146
1648f1fbf9a8a446,2018-07-12,452,148
1648f0a385863f1c,2018-07-12,438,147
1648ef5c2884defa,2018-07-12,426,155
1648ee7086320ea8,2018-07-12,442,147
1648ed33143116b6,2018-07-12,442,147
1648ebe136a85379,2018-07-12,441,142
1648ea80aac8df70,2018-07-12,438,147
1648e91ed4ceb179,2018-07-12,442,149
1648e7dda698b9f3,2018-07-12,443,147
1648e6a94bf806b4,2018-07-12,450,151
1648e52ee0bffd44,2018-07-12,450,147
1648e3e3a498b4c5,2018-07-12,439,139
1648bb28e2ab794e,2018-07-11,424,158
1648ba1f84166998,2018-07-11,426,157
1648b925c595a223,2018-07-11,438,152
1648b7b722198503,2018-07-11,443,155
1648b669dfd11e18,2018-07-11,443,150
1648b525255221ab,2018-07-11,452,133
1648b3b8210bd134,2018-07-11,452,154
1648b250f90f463c,2018-07-11,439,146
1648b110a7c20c02,2018-07-11,462,152
1648af5dcfb37ba6,2018-07-11,462,151
1648ace4d7ee14ae,2018-07-11,447,152
1648ab64185f3819,2018-07-11,447,150
1648a9ef2e73d0d8,2018-07-11,443,150
1648a8ac8e81280e,2018-07-11,443,149
1648a76c24e6764f,2018-07-11,443,148
1648a5fe180e17ae,2018-07-11,452,152
1648a49ae649db18,2018-07-11,453,150
1648a32aaf6fe5f6,2018-07-11,442,152
1648a1d493235383,2018-07-11,442,152
1648a06e12f285b2,2018-07-11,425,156
16489f5f24678bb1,2018-07-11,422,153
16489e1d875bd7ae,2018-07-11,434,150
16489d0bc4f0a24b,2018-07-11,438,147
16489be1eacfa864,2018-07-11,453,151
16489a841d295cee,2018-07-11,452,147
164899200e748d70,2018-07-11,442,145
164897d6c0805600,2018-07-11,428,145
164896992c1f6880,2018-07-11,425,145
1648954761a72c32,2018-07-11,436,149
164893c5cacc2cd0,2018-07-11,446,150
16486ba50df9a985,2018-07-10,443,148
16486a73098015e9,2018-07-10,438,149
1648692cc12a2ae2,2018-07-10,430,146
1648680d9c304053,2018-07-10,442,152
164866c1cd08c186,2018-07-10,442,156
1648657a39a7ec9e,2018-07-10,441,155
16486410d8c7d9e5,2018-07-10,437,149
1648628890ea5428,2018-07-10,437,148
164860fb5e73061a,2018-07-10,461,151
16485f018de04c47,2018-07-10,446,153
16485d2da0f34920,2018-07-10,452,149
16485bcccf253b0e,2018-07-10,452,150
16485a6bbbf1a07e,2018-07-10,451,152
164858faa67aa82b,2018-07-10,426,157
1648580c4c3ccf67,2018-07-10,428,158
16485724b8e3dec8,2018-07-10,462,153
1648557b211d958d,2018-07-10,461,152
1648533536558425,2018-07-10,434,148
1648521bf0b5f339,2018-07-10,437,146
164850c984508250,2018-07-10,429,142
16484f844be0c436,2018-07-10,426,146
16484e8e53130139,2018-07-10,430,143
16484d84c9f0ce5e,2018-07-10,429,144
16484c729e471e3b,2018-07-10,442,148
16484b2971b219bd,2018-07-10,441,145
164849de28672882,2018-07-10,443,143
164848a4fd3f0b45,2018-07-10,442,145
164847405e840940,2018-07-10,451,146
164845e2c781b5a2,2018-07-10,451,147
164844836103b873,2018-07-10,425,152
16484385df969bca,2018-07-10,426,152
164842972ed40c52,2018-07-10,446,145
1648411988080d1c,2018-07-10,438,145
16483fb98475eb9c,2018-07-10,438,146
16481b7a3d766527,2018-07-09,424,155
16481a6cba3522d9,2018-07-09,426,155
164819531723362a,2018-07-09,452,151
164817ebe61f590d,2018-07-09,452,150
1648167e36e68546,2018-07-09,454,149
1648144705efbbd3,2018-07-09,443,148
164812f74c3e922c,2018-07-09,443,149
1648119fc27b569b,2018-07-09,443,148
1648101790296cd9,2018-07-09,437,147
16480e8239c494c4,2018-07-09,439,149
16480d05bdf48f3a,2018-07-09,444,148
16480ba7ae5f4acb,2018-07-09,443,145
16480a02d636b634,2018-07-09,463,150
16480865b8081efc,2018-07-09,461,150
164806ba50f2bf44,2018-07-09,448,149
1648055e74be6294,2018-07-09,447,149
1648040cad3db568,2018-07-09,439,142
164802dd83c23d77,2018-07-09,452,149
1648018c0b748c5d,2018-07-09,451,146
164800216f518beb,2018-07-09,425,154
1647ff3422293bcc,2018-07-09,426,154
1647fe43c47ed604,2018-07-09,442,145
1647fcfad5a0fd72,2018-07-09,442,150
1647fbafc54736fb,2018-07-09,441,147
1647fa175a145aa6,2018-07-09,432,148
1647f8fd55e56f45,2018-07-09,427,147
1647f80bc1405e6b,2018-07-09,430,144
1647f709ebd6848c,2018-07-09,426,142
1647f5c0b514609f,2018-07-09,451,148
1647f479d61fd835,2018-07-09,450,150
1647f2f3cebcf296,2018-07-09,426,154
1647f206f9b845a1,2018-07-09,426,154
1647f11ca3d7c3dd,2018-07-09,426,142
1647efeb8ed93a45,2018-07-09,441,144
16471fe0ab5f736f,2018-07-06,438,145
16471e9078f3d393,2018-07-06,441,148
16471d387bb461f3,2018-07-06,438,148
16471bc691d3ccd2,2018-07-06,451,151
16471a2b46e72fa9,2018-07-06,447,151
164718ae8a7f8d27,2018-07-06,427,157
164717bdb51a395d,2018-07-06,441,149
164716446eab56e1,2018-07-06,452,151
164714a6e7120bc5,2018-07-06,437,148
164712dc53a66221,2018-07-06,442,152
164711976eab5a30,2018-07-06,447,150
1647102e3f56f091,2018-07-06,437,144
16470ed3a0cc7884,2018-07-06,462,152
16470cebe4019036,2018-07-06,461,152
16470b524539142c,2018-07-06,467,150
164707347aaa10e5,2018-07-06,433,147
164706044fa0d3e3,2018-07-06,426,145
16470512fa170256,2018-07-06,429,144
164703fe0e6b6d6b,2018-07-06,442,148
1647029f7742f05b,2018-07-06,442,144
16470150cdf3b374,2018-07-06,425,154
1647005948a4f65f,2018-07-06,430,144
1646ff4ebd11f3ca,2018-07-06,446,148
1646fe0867cb956e,2018-07-06,437,144
1646fcb2c88bd82c,2018-07-06,437,148
1646fb4e54d7f496,2018-07-06,450,146
1646f9f3582ffe55,2018-07-06,451,149
1646f89c55ce38f5,2018-07-06,442,146
1646f76aff6bf8e3,2018-07-06,450,146
1646f61c0aaac21e,2018-07-06,437,146
1646ce2ac1f3ff65,2018-07-05,436,147
1646ccb11131b86e,2018-07-05,440,149
1646cb48b75ebb8b,2018-07-05,451,152
1646c9d59573fbfa,2018-07-05,438,149
1646c643b55cbe04,2018-07-05,424,156
1646c57db7ead4fa,2018-07-05,420,365
1646c4aee25c5964,2018-07-05,442,151
1646c32d3b44172f,2018-07-05,447,152
1646c1befeaf11a8,2018-07-05,453,153
1646c052b9c049a3,2018-07-05,462,153
1646bea5f8fff768,2018-07-05,461,152
1646bcc2975e5037,2018-07-05,438,148
1646bb49026ae108,2018-07-05,427,155
1646ba53d3f2a020,2018-07-05,443,131
1646b90947f29a2a,2018-07-05,457,146
1646b4015f3eeae3,2018-07-05,438,143
1646b2a9181f744e,2018-07-05,425,146
1646b18c10315b4a,2018-07-05,432,147
1646b054bb0c919a,2018-07-05,433,147
1646af32d1cc3fd4,2018-07-05,430,136
1646ae50ad15c47f,2018-07-05,427,392
1646adc1f1c71ccb,2018-07-05,429,142
1646aca9b6299e3e,2018-07-05,429,144
1646ab841c72212e,2018-07-05,429,142
1646aa686bdf0182,2018-07-05,442,145
1646a9183df3a34e,2018-07-05,426,154
1646a81c2c3c3dfb,2018-07-05,425,154
1646a71cd82e5d82,2018-07-05,442,146
1646a5d03814f8d1,2018-07-05,443,145
1646a493edc86f5e,2018-07-05,458,148
164626fe9cd3b05c,2018-07-03,446,149
16462585b1feaa0a,2018-07-03,439,148
1646242b4c35f4e8,2018-07-03,451,150
164622ce817db869,2018-07-03,452,150
1646216015c9aa8b,2018-07-03,442,149
16461ff07601b362,2018-07-03,444,144
16461e401ff768fa,2018-07-03,439,145
16461d3ca949565b,2018-07-03,435,337
16461c50034e5abf,2018-07-03,422,154
16461af53126d1e1,2018-07-03,463,151
16461933eb53f8c9,2018-07-03,441,149
164617bc7e16380a,2018-07-03,446,151
1646161b7b867a49,2018-07-03,438,148
1646148609cca47b,2018-07-03,446,148
164613987f5f4460,2018-07-03,442,389
164612d777eddc7e,2018-07-03,459,146
16460ee0d583581a,2018-07-03,433,145
16460dab2ae142ae,2018-07-03,427,143
16460ca64e339c82,2018-07-03,429,141
16460b88c88b9df1,2018-07-03,425,152
16460a83640756df,2018-07-03,429,143
1646095fb4c2b9f6,2018-07-03,446,151
164607cce8a26aab,2018-07-03,437,145
1646064f49697ce7,2018-07-03,442,147
164604f58d98a437,2018-07-03,442,144
164603571bd12625,2018-07-03,443,142
1646021600ec3ee6,2018-07-03,451,148
164600aefe5361c1,2018-07-03,450,147
1645ff2a9de65578,2018-07-03,439,140
1645fde413d28453,2018-07-03,443,140
1645d24249b73b67,2018-07-02,437,145
1645d0f1e1f42f55,2018-07-02,448,152
1645cf910a9f4e70,2018-07-02,451,153
1645ce2773b988a3,2018-07-02,450,150
1645ccae8cfeed15,2018-07-02,461,152
1645cae1bedc04bb,2018-07-02,460,153
1645c948fe7547eb,2018-07-02,443,148
1645c80ae6ee78ab,2018-07-02,442,147
1645c6c76f63683e,2018-07-02,427,156
1645c5ddddcd5f95,2018-07-02,442,147
1645c48b9415b431,2018-07-02,441,149
1645c322ee6959e9,2018-07-02,441,148
1645c1ba97cab607,2018-07-02,436,148
1645c017187def95,2018-07-02,436,148
1645be3399978b82,2018-07-02,446,150
1645bcc4bf924264,2018-07-02,435,147
1645bbacaeee0713,2018-07-02,451,151
1645ba563a6e9bc6,2018-07-02,451,151
1645b8ffc485de09,2018-07-02,452,150
1645b7a1fa479d3c,2018-07-02,443,147
1645b64b502a494f,2018-07-02,443,148
1645b51195f9b383,2018-07-02,430,144
1645b3fc7898dfff,2018-07-02,442,146
1645b2bfd6e501b2,2018-07-02,438,147
1645b1970e46ac21,2018-07-02,433,148
1645b06ca5b46143,2018-07-02,434,144
1645af45677d15a0,2018-07-02,435,145
1645ae3877a75155,2018-07-02,444,143
1644da71bc167201,2018-06-29,425,154
1644d965d94a080e,2018-06-29,462,150
1644d7c6461d6ae9,2018-06-29,461,149
